,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
907,1730.0,11.0,28686-A,4室2卫,6/7层,通州区,九棵树,龙鼎园,地铁：距八通线九棵树站1550米
908,1600.0,11.0,35610-B,3室1卫,10/15层,房山区,篱笆房,加州水郡三期,地铁：距房山线篱笆房站2200米
909,1960.0,9.0,33442-B,4室1卫,17/18层,朝阳区,管庄,远洋一方润园,地铁：距八通线管庄站950米
910,1410.0,7.0,42701-A,4室1卫,5/12层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
911,1730.0,10.0,45938-C,4室1卫,9/12层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
912,2370.0,14.0,48348-C,4室1卫,12/18层,大兴区,亦庄文化园,新康家园,地铁：距亦庄线亦庄文化园站750米
913,1830.0,9.0,51297-B,3室1卫,5/26层,通州区,梨园,新城嘉园（通州）,地铁：距八通线梨园站550米
914,2340.0,9.0,55284-C,3室1卫,9/11层,朝阳区,常营,保利嘉园3号院,地铁：距6号线常营站800米
915,2670.0,18.0,66399-B,2室1卫,3/6层,石景山区,古城,古城特钢楼,地铁：距1号线古城站1150米
916,1770.0,8.0,71590-D,4室1卫,15/15层,顺义区,花梨坎,天裕昕园,地铁：距15号线花梨坎站2550米
917,3670.0,16.0,69548-A,3室1卫,1/6层,朝阳区,将台,酒仙桥一街坊,地铁：距14号线东段将台站650米
918,2600.0,9.0,73556-A,2室1卫,1/12层,东城区,景泰,华龙美晟,地铁：距14号线东段景泰站500米
919,2840.0,12.0,680-D,4室2卫,6/12层,朝阳区,成寿寺,中海城风情苑,地铁：距10号线成寿寺站350米
920,2390.0,12.0,77035-C,3室1卫,3/6层,丰台区,首经贸,育菲园东里,"地铁：距10号线,房山线首经贸站300米"
921,2560.0,13.0,79731-B,3室1卫,10/18层,丰台区,科怡路,城市经典,地铁：距9号线科怡路站350米
922,3290.0,24.0,8710-D,5室1卫,22/26层,朝阳区,欢乐谷景区,北京华侨城1号院,地铁：距7号线欢乐谷景区站350米
923,2210.0,10.0,9028-A,3室1卫,10/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
924,2920.0,15.0,119440-A,4室1卫,9/24层,丰台区,西局,丽泽雅园,"地铁：距10号线,14号线西段西局站1700米"
925,2350.0,35.0,1027-G,7室2卫,6/6层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米
926,3860.0,13.0,122751-A,3室1卫,2/6层,海淀区,五道口,中国地质大学家属院,地铁：距13号线五道口站400米
927,2440.0,9.0,124175-A,3室1卫,4/6层,丰台区,蒲黄榆,蒲黄榆二里,"地铁：距5号线,14号线东段蒲黄榆站600米"
928,2590.0,13.0,129141-B,3室1卫,2/11层,朝阳区,孙河,康营小区15区,地铁：距15号线孙河站1050米
929,2630.0,9.0,11478-A,3室1卫,2/22层,丰台区,方庄,芳城园一区,地铁：距14号线东段方庄站550米
930,1860.0,10.0,11498-C,3室1卫,4/6层,朝阳区,八里桥,瑞祥里小区,地铁：距八通线八里桥站750米
931,2600.0,20.0,140653-B,2室1卫,1/6层,丰台区,科怡路,保温段住宅小区,地铁：距9号线科怡路站1550米
932,1840.0,9.0,143951-D,4室1卫,4/6层,大兴区,高米店北,郁花园一里,地铁：距4号线大兴线高米店北站600米
933,1850.0,20.0,143193-C,4室1卫,9/25层,昌平区,昌平,新悦家园,地铁：距昌平线昌平站1200米
934,3620.0,21.0,146758-C,3室1卫,19/28层,朝阳区,大郊亭,金海国际,地铁：距7号线大郊亭站400米
935,2080.0,12.0,155034-B,2室1卫,4/6层,通州区,通州北苑,科印小区,地铁：距八通线通州北苑站450米
936,2830.0,13.0,14467-D,5室1卫,6/26层,朝阳区,十里河,嘉多丽园,"地铁：距10号线,14号线东段,17号线十里河站250米"
937,2900.0,13.0,1571-B,3室1卫,3/6层,朝阳区,青年路,雅成一里,地铁：距6号线青年路站550米
938,2380.0,9.0,1620-C,3室1卫,15/21层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
939,2450.0,10.0,1598-B,5室1卫,8/28层,朝阳区,青年路,甘露家园,地铁：距6号线青年路站700米
940,6400.0,58.0,17018-A,1室1卫,7/28层,海淀区,六道口,双清路2号院,地铁：距15号线六道口站1800米
941,1820.0,15.0,17185-B,3室1卫,2/6层,房山区,良乡大学城西,阳光邑上,地铁：距房山线良乡大学城西站750米
942,2860.0,10.0,17606-B,4室1卫,5/19层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
943,2210.0,12.0,18983-C,4室1卫,1/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
944,2570.0,19.0,2239-B,3室1卫,1/6层,朝阳区,潘家园,潘家园小区,地铁：距10号线潘家园站1000米
945,2530.0,13.0,19805-D,4室1卫,27/28层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
946,2310.0,14.0,23420-C,3室1卫,15/17层,通州区,次渠南,次渠南里,地铁：距亦庄线次渠南站700米
947,1410.0,12.0,24501-B,4室1卫,1/6层,房山区,良乡大学城西,鸿顺园东区,地铁：距房山线良乡大学城西站350米
948,3210.0,11.0,2436-B,3室1卫,5/26层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米"
949,1540.0,8.0,25571-B,4室1卫,7/23层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
950,1420.0,8.0,25556-A,4室1卫,20/20层,门头沟区,小园,保利首开四季怡园,地铁：距S1线小园站950米
951,2030.0,15.0,27478-A,4室1卫,7/12层,顺义区,石门,石景苑,地铁：距15号线石门站850米
952,2030.0,9.0,32740-A,2室1卫,3/6层,大兴区,枣园,滨河东里,地铁：距4号线大兴线枣园站850米
953,1470.0,10.0,32549-A,3室1卫,6/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米
954,2830.0,16.0,37940-B,3室1卫,6/18层,丰台区,大红门,鑫福里小区,"地铁：距8号线南段,10号线大红门站450米"
955,2350.0,8.0,43031-B,4室1卫,4/5层,昌平区,回龙观,南店新村,地铁：距8号线育新站1100米
956,2650.0,14.0,4125-C,4室1卫,9/12层,朝阳区,常营,万象新天二区,地铁：距6号线常营站400米
957,2400.0,10.0,45856-C,3室1卫,5/28层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米
958,2370.0,11.0,46160-A,3室1卫,10/11层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米
959,2290.0,8.0,35-C,4室1卫,8/22层,朝阳区,常营,北辰福第中区,地铁：距6号线常营站450米
960,3610.0,56.0,48298-A,1室1卫,3/6层,房山区,广阳城,广阳城新区,地铁：距房山线广阳城站300米
961,3630.0,12.0,47973-C,3室1卫,2/5层,朝阳区,香河园,新源里西,地铁：距17号线香河园站500米
962,2530.0,8.0,50978-A,3室1卫,12/18层,朝阳区,劲松,农光东里,地铁：距10号线劲松站700米
963,1510.0,10.0,52767-C,3室1卫,10/19层,房山区,良乡大学城北,智汇雅苑,地铁：距房山线良乡大学城北站450米
964,1500.0,10.0,57617-A,4室1卫,3/6层,房山区,广阳城,碧波园,地铁：距房山线广阳城站500米
965,3120.0,12.0,58877-B,3室1卫,6/28层,朝阳区,潘家园,百环花园,地铁：距10号线潘家园站250米
966,2690.0,22.0,62941-B,4室1卫,1/5层,通州区,北运河西,BOBO自由城,地铁：距6号线北运河西站800米
967,1960.0,15.0,64543-C,3室1卫,1/21层,房山区,长阳,首开熙悦山澜庭,地铁：距房山线长阳站300米
968,2910.0,18.0,66150-C,3室1卫,5/6层,朝阳区,四惠,百子湾路2号楼,地铁：距7号线百子湾站1250米
969,2580.0,11.0,69360-B,3室1卫,27/28层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米
970,2780.0,18.0,70093-A,2室1卫,2/5层,石景山区,古城,十万坪,地铁：距1号线古城站600米
971,1890.0,12.0,69776-C,3室1卫,5/6层,大兴区,黄村西大街,兴政东里,地铁：距4号线大兴线黄村西大街站1000米
972,1970.0,12.0,76524-B,3室1卫,15/17层,昌平区,南邵,何营路小区,地铁：
973,2550.0,14.0,8221-C,3室1卫,27/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
974,3620.0,8.0,80929-B,5室2卫,5/10层,朝阳区,朝阳门,吉庆里小区,"地铁：距2号线,6号线朝阳门站600米"
975,1910.0,9.0,115101-D,4室1卫,5/7层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米
976,3610.0,19.0,10422-A,2室1卫,1/5层,朝阳区,金台夕照,呼家楼新街大院,地铁：距10号线金台夕照站600米
977,2760.0,8.0,131694-C,4室1卫,19/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
978,6150.0,73.0,134721-A,2室1卫,2/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米
979,1720.0,9.0,142843-A,4室1卫,17/20层,顺义区,顺义,金汉绿港三区,地铁：距15号线顺义站650米
980,2470.0,12.0,143798-B,3室1卫,15/15层,丰台区,大葆台,欣葆家园二区,地铁：距房山线大葆台站650米
981,1850.0,13.0,134432-A,3室1卫,3/6层,通州区,北运河西,玉桥北里,地铁：距6号线北运河西站1250米
982,1780.0,16.0,145679-B,2室1卫,4/6层,昌平区,昌平,御路园,地铁：距昌平线昌平站1050米
983,2170.0,9.0,145439-C,3室1卫,1/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
984,2660.0,21.0,145916-C,3室1卫,1/6层,昌平区,回龙观东大街,天龙苑,地铁：距8号线回龙观东大街站650米
985,2950.0,14.0,145763-A,3室1卫,5/6层,海淀区,育新,常秀家园,地铁：距8号线育新站1450米
986,2040.0,11.0,146229-A,2室1卫,6/8层,房山区,稻田,长景新园,地铁：距房山线稻田站350米
987,2240.0,8.0,147307-C,3室1卫,5/28层,朝阳区,垡头,垡头翠城馨园南区,地铁：距7号线垡头站850米
988,2450.0,16.0,13643-A,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
989,2000.0,11.0,155106-C,3室1卫,1/6层,通州区,通州北苑,新仓路27号院,地铁：距八通线通州北苑站1000米
990,5830.0,50.0,155551-A,1室1卫,12/12层,东城区,广渠门内,绿景苑,地铁：距7号线广渠门内站650米
991,4730.0,20.0,157219-B,2室1卫,3/16层,海淀区,大钟寺,蓟门东里,"地铁：距12号线,13号线大钟寺站700米"
992,2610.0,17.0,14949-B,2室1卫,5/5层,朝阳区,常营,管庄东里,地铁：距6号线常营站700米
993,1820.0,10.0,149-C,4室2卫,5/6层,通州区,果园,翠屏北里西区,地铁：距八通线果园站400米
994,6290.0,59.0,18471-A,1室1卫,18/24层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米
995,3250.0,17.0,22743-C,3室1卫,16/21层,朝阳区,青年路,朝阳无限芳菁苑,地铁：距6号线青年路站750米
996,2580.0,14.0,2408-A,3室1卫,17/26层,朝阳区,常营,北辰福第中区,地铁：距6号线常营站450米
997,2580.0,13.0,2408-B,3室1卫,17/26层,朝阳区,常营,北辰福第中区,地铁：距6号线常营站450米
998,1200.0,11.0,24840-D,5室2卫,2/3层,房山区,阎村,天恒乐活城,地铁：距燕房线阎村站200米
999,2070.0,10.0,22996-A,3室1卫,5/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米
1000,2030.0,12.0,24391-B,3室1卫,6/6层,通州区,次渠,府东苑,"地铁：距亦庄线,17号线次渠站1150米"
1001,2940.0,12.0,2592-A,4室1卫,4/6层,东城区,广渠门外,双花园南里,"地铁：距7号线,17号线广渠门外站650米"
1002,1750.0,15.0,26889-A,3室1卫,14/15层,房山区,篱笆房,加州水郡四期,地铁：距房山线篱笆房站2550米
1003,2010.0,9.0,35007-B,3室1卫,22/24层,通州区,次渠南,次渠家园东里2区,地铁：距亦庄线次渠南站450米
1004,2960.0,20.0,29731-C,4室1卫,6/6层,昌平区,龙泽,金达园,地铁：距13号线龙泽站1250米
1005,3620.0,21.0,37446-C,4室1卫,5/6层,朝阳区,褡裢坡,美然动力A3区,地铁：距6号线褡裢坡站500米
1006,2930.0,14.0,36834-C,3室1卫,3/7层,朝阳区,劲松,劲松二区,地铁：距10号线劲松站600米
1007,2690.0,8.0,35309-C,4室1卫,15/18层,海淀区,海淀五路居,定慧福里,地铁：距6号线海淀五路居站250米
1008,2540.0,8.0,43085-A,3室1卫,23/28层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米
1009,3600.0,11.0,334-B,3室2卫,6/31层,朝阳区,望京南,嘉润花园,地铁：距14号线东段望京南站300米
1010,4220.0,19.0,31713-A,2室1卫,6/6层,朝阳区,三元桥,静安里,"地铁：距10号线,12号线,机场线三元桥站900米"
1011,1950.0,10.0,46036-A,3室1卫,4/15层,顺义区,石门,当代北辰悦moma,地铁：距15号线石门站850米
1012,2110.0,11.0,47315-C,4室1卫,2/11层,通州区,果园,金源泉,地铁：距八通线果园站150米
1013,2730.0,14.0,48416-B,3室1卫,17/20层,朝阳区,褡裢坡,福盈家园3号院,地铁：距6号线褡裢坡站450米
1014,3020.0,23.0,50176-A,3室1卫,1/6层,丰台区,刘家窑,定安东里,地铁：距5号线刘家窑站600米
1015,2740.0,14.0,5105-C,3室1卫,23/29层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
1016,1840.0,10.0,51042-D,4室1卫,2/6层,丰台区,火箭万源,清和园,地铁：距8号线南段火箭万源站1450米
1017,2440.0,10.0,53712-B,3室1卫,22/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米
1018,1660.0,12.0,54375-C,3室1卫,6/12层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
1019,3160.0,9.0,54638-B,3室1卫,2/6层,朝阳区,呼家楼,团结湖南里,"地铁：距6号线,10号线呼家楼站100米"
1020,2450.0,9.0,64203-A,3室1卫,26/26层,朝阳区,黄渠,泰福苑三区,地铁：距6号线黄渠站500米
1021,2650.0,11.0,65986-A,2室1卫,2/5层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米
1022,2500.0,11.0,66217-C,3室1卫,17/27层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
1023,1710.0,10.0,71318-C,3室1卫,1/11层,通州区,果园,晟世嘉园,地铁：距八通线果园站1500米
1024,2090.0,9.0,72148-D,4室1卫,5/6层,通州区,物资学院路,天赐良园东三期,地铁：距6号线物资学院路站250米
1025,2440.0,9.0,8641-B,3室1卫,18/20层,朝阳区,成寿寺,方庄南路18号院,地铁：距10号线成寿寺站700米
1026,2750.0,15.0,9124-B,3室1卫,17/23层,丰台区,六里桥东,建茗园,地铁：距9号线六里桥东站1750米
1027,1400.0,11.0,122125-B,3室1卫,1/6层,房山区,广阳城,小西庄回迁楼,地铁：距房山线广阳城站1300米
1028,1490.0,15.0,124724-C,3室1卫,8/10层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米
1029,2170.0,12.0,109-A,3室1卫,2/11层,通州区,九棵树,蓝调沙龙,地铁：距八通线九棵树站550米
1030,2520.0,17.0,139872-A,4室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
1031,2600.0,8.0,142241-A,3室1卫,5/6层,海淀区,万寿路,大件厂宿舍,地铁：距1号线万寿路站400米
1032,1700.0,7.0,140400-A,2室1卫,2/6层,通州区,九棵树,新华南路153号院,地铁：距八通线果园站800米
1033,3470.0,18.0,143254-A,2室1卫,2/4层,朝阳区,十里堡,十里堡东里,地铁：距6号线十里堡站700米
1034,2580.0,9.0,142683-B,2室1卫,14/18层,朝阳区,北工大西门,双龙南里,地铁：距14号线东段北工大西门站450米
1035,7060.0,80.0,142819-A,2室1卫,5/6层,海淀区,育新,龙博苑三区,地铁：距8号线育新站700米
1036,2850.0,12.0,144410-B,3室1卫,18/24层,朝阳区,十里堡,朝阳嘉园,地铁：距6号线十里堡站700米
1037,2010.0,15.0,138885-B,3室1卫,1/6层,通州区,梨园,北杨洼小区,地铁：距八通线梨园站550米
1038,3300.0,9.0,144137-A,2室1卫,10/10层,朝阳区,金台路,金台里,"地铁：距6号线,14号线东段金台路站550米"
1039,2920.0,12.0,146896-A,3室1卫,10/20层,朝阳区,北苑路北,北苑佳兴园,地铁：距5号线北苑路北站600米
1040,1570.0,11.0,147150-B,3室1卫,5/6层,顺义区,顺义,双兴南区,地铁：距15号线顺义站1000米
1041,2640.0,19.0,147157-B,2室1卫,5/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米
1042,1770.0,11.0,143478-B,3室1卫,3/11层,房山区,稻田,长景新园,地铁：距房山线稻田站350米
1043,1820.0,8.0,150391-B,3室1卫,11/16层,丰台区,东高地,蓝天怡景,地铁：距8号线南段东高地站1450米
1044,8480.0,87.0,152084-A,2室1卫,5/30层,朝阳区,青年路,国美第一城东区,地铁：距6号线青年路站1050米
1045,1550.0,8.0,14250-D,4室1卫,2/18层,通州区,通运门,京贸家园,地铁：距6号线通运门站2650米
1046,1930.0,14.0,158919-A,3室1卫,3/26层,大兴区,黄村火车站,长兴公寓,地铁：距4号线大兴线黄村火车站站900米
1047,2180.0,10.0,18372-A,3室1卫,6/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
1048,3430.0,20.0,204-A,2室1卫,3/5层,朝阳区,劲松,劲松一区,地铁：距10号线劲松站300米
1049,2640.0,8.0,204-B,2室1卫,3/5层,朝阳区,劲松,劲松一区,地铁：距10号线劲松站300米
1050,2690.0,11.0,20224-B,3室1卫,5/6层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米
1051,2430.0,13.0,20043-A,4室1卫,10/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1052,2390.0,13.0,20874-A,4室1卫,1/6层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
1053,2870.0,18.0,28926-B,2室1卫,5/5层,石景山区,古城,古城南路,地铁：距1号线古城站500米
1054,3900.0,20.0,28438-E,5室1卫,3/8层,朝阳区,望京西,北京香颂,"地铁：距13号线,15号线望京西站550米"
1055,2460.0,15.0,29652-C,4室1卫,1/6层,通州区,物资学院路,天赐良园东三期,地铁：距6号线物资学院路站250米
1056,2070.0,11.0,25955-B,4室1卫,3/21层,朝阳区,小红门,鸿博家园一期C区,地铁：距亦庄线小红门站1400米
1057,3160.0,11.0,26613-B,3室1卫,11/24层,海淀区,西二旗,智学苑,"地铁：距13号线,昌平线西二旗站450米"
1058,2450.0,11.0,34248-B,4室1卫,3/10层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
1059,3560.0,16.0,36800-B,2室1卫,2/6层,丰台区,马家堡,玉林里小区,地铁：距4号线大兴线马家堡站1600米
1060,2930.0,15.0,42464-B,3室1卫,3/21层,朝阳区,南楼梓庄,世纪东方嘉园北区,地铁：距7号线南楼梓庄站700米
1061,1820.0,14.0,42701-B,4室1卫,5/12层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
1062,1930.0,10.0,4154-C,3室1卫,6/20层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
1063,1590.0,7.0,49064-C,3室1卫,4/6层,大兴区,大兴新城,新安里,地铁：距4号线大兴线清源路站1850米
1064,3010.0,11.0,46968-B,3室1卫,2/28层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米"
1065,2700.0,8.0,49547-A,2室1卫,5/25层,丰台区,方庄,芳星园三区,地铁：距14号线东段方庄站650米
1066,2870.0,22.0,50638-D,4室1卫,2/6层,大兴区,亦庄文化园,听涛雅苑,地铁：距亦庄线亦庄文化园站950米
1067,2040.0,11.0,52466-D,5室2卫,3/6层,大兴区,旧宫,育龙家园,地铁：距亦庄线旧宫站1150米
1068,3230.0,21.0,54028-A,3室1卫,4/6层,西城区,陶然亭,右安门内西街甲10号院,地铁：距4号线大兴线陶然亭站1450米
1069,2830.0,23.0,66832-D,4室1卫,23/25层,大兴区,亦庄文化园,大雄城市花园,地铁：距亦庄线亦庄文化园站650米
1070,2960.0,15.0,9306-D,4室1卫,4/20层,丰台区,公益西桥,星河苑2号院,地铁：距4号线大兴线公益西桥站200米
1071,1530.0,8.0,116881-D,4室1卫,3/4层,通州区,北运河西,玉桥北里,地铁：距6号线北运河西站1250米
1072,3230.0,17.0,141706-A,4室1卫,4/6层,丰台区,科怡路,恒富中街6号院,地铁：距9号线科怡路站200米
1073,3020.0,8.0,147507-B,3室1卫,5/9层,海淀区,上地,金隅美和园,地铁：距13号线上地站250米
1074,3430.0,50.0,145861-A,1室1卫,7/12层,通州区,群芳,久居雅园,地铁：距7号线群芳站800米
1075,1680.0,8.0,153445-B,4室1卫,9/11层,通州区,通州北苑,馨通家园,地铁：距6号线物资学院路站1400米
1076,5200.0,70.0,153867-A,1室1卫,10/21层,丰台区,纪家庙,青秀城,地铁：距10号线纪家庙站1100米
1077,2890.0,15.0,18421-C,4室1卫,6/7层,朝阳区,四惠东,康家园,"地铁：距1号线,八通线四惠东站300米"
1078,5500.0,74.0,19946-B,1室1卫,1/17层,朝阳区,褡裢坡,定福家园北里,地铁：距6号线褡裢坡站200米
1079,1650.0,14.0,22553-B,4室1卫,4/6层,顺义区,顺义,石园南区,地铁：距15号线顺义站2600米
1080,1250.0,10.0,27352-B,3室1卫,4/6层,房山区,星城,星城北里,地铁：距燕房线星城站200米
1081,1410.0,10.0,32226-C,4室1卫,3/6层,顺义区,俸伯,裕龙六区,地铁：距15号线俸伯站1650米
1082,1850.0,14.0,32630-D,4室1卫,6/6层,昌平区,天通苑北,名佳花园三区,地铁：距5号线天通苑北站2600米
1083,1680.0,18.0,33217-C,5室2卫,6/7层,通州区,通运门,新潮嘉园二期,地铁：距6号线通运门站4150米
1084,2460.0,10.0,35865-C,3室1卫,3/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
1085,2530.0,12.0,38132-A,3室1卫,7/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
1086,2000.0,21.0,38001-A,4室1卫,5/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
1087,1770.0,12.0,40883-A,4室1卫,2/16层,房山区,良乡南关,嘉瑞通小区,地铁：距房山线良乡南关站150米
1088,2920.0,18.0,28223-B,4室1卫,13/15层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米
1089,3020.0,17.0,31656-E,5室2卫,10/12层,丰台区,角门东,怡然家园6号院,地铁：距10号线角门东站400米
1090,3140.0,16.0,4034-C,3室1卫,3/25层,朝阳区,立水桥南,北苑家园绣菊园,地铁：距5号线立水桥南站750米
1091,3260.0,16.0,422-A,4室2卫,4/10层,海淀区,清河,上第MOMA,地铁：距13号线清河站500米
1092,1160.0,12.0,40566-B,6室2卫,5/5层,房山区,星城,星城北里,地铁：距燕房线星城站200米
1093,2620.0,12.0,4770-B,4室1卫,6/6层,昌平区,天通苑南,太平家园,地铁：距5号线天通苑南站450米
1094,2090.0,10.0,5488-B,4室1卫,4/15层,朝阳区,管庄,远洋一方一区,地铁：距八通线管庄站700米
1095,1450.0,12.0,61058-C,3室1卫,2/9层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米
1096,2170.0,14.0,72498-A,4室1卫,16/21层,通州区,通州北关,财富东方,地铁：距6号线通州北关站800米
1097,1940.0,9.0,72498-C,4室1卫,16/21层,通州区,通州北关,财富东方,地铁：距6号线通州北关站800米
1098,1710.0,8.0,51550-C,4室1卫,1/9层,大兴区,清源路,兴华园,地铁：距4号线大兴线清源路站600米
1099,1890.0,11.0,72250-A,2室1卫,4/6层,大兴区,黄村火车站,车站北里,地铁：距4号线大兴线黄村火车站站600米
1100,2280.0,10.0,8902-B,3室1卫,16/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
1101,2050.0,9.0,118409-B,5室2卫,5/6层,丰台区,科怡路,丰泽居一号院,地铁：距9号线科怡路站600米
1102,2890.0,9.0,118865-B,3室1卫,1/6层,朝阳区,香河园,新源里东,地铁：距17号线香河园站650米
1103,5680.0,56.0,133983-A,1室1卫,11/18层,丰台区,宋家庄,政馨园一区,"地铁：距5号线,10号线,亦庄线宋家庄站400米"
1104,1640.0,8.0,135630-A,2室1卫,1/6层,昌平区,昌平,清秀园南区,地铁：距昌平线昌平站950米
1105,2160.0,14.0,136534-A,3室1卫,12/12层,通州区,果园,靓景明居,地铁：距八通线果园站1300米
1106,2670.0,13.0,141777-C,4室1卫,5/22层,丰台区,角门西,玺萌苑,"地铁：距10号线,4号线大兴线角门西站550米"
1107,4010.0,20.0,132727-C,3室1卫,3/21层,朝阳区,四惠,都会华庭,"地铁：距1号线,八通线四惠站750米"
1108,1810.0,11.0,145335-A,3室1卫,1/11层,通州区,临河里,花涧溪,地铁：距八通线临河里站750米
1109,5880.0,80.0,147784-A,2室1卫,3/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
1110,2410.0,24.0,144554-B,2室1卫,3/6层,通州区,北运河西,柳岸景园,地铁：距6号线北运河西站1300米
1111,6590.0,94.0,149876-A,2室1卫,4/15层,昌平区,回龙观东大街,上坡佳园,地铁：距8号线回龙观东大街站450米
1112,2390.0,12.0,16195-C,3室1卫,1/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米
1113,2320.0,13.0,19566-C,3室1卫,18/24层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1114,1680.0,11.0,30130-B,3室1卫,20/29层,通州区,土桥,金隅通和园,地铁：距八通线土桥站1550米
1115,2340.0,10.0,32428-A,2室1卫,2/19层,大兴区,瀛海,南海家园五里,地铁：距亦庄线荣昌东街站3750米
1116,2430.0,10.0,3254-A,3室1卫,9/19层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米"
1117,2330.0,8.0,37886-C,3室1卫,2/6层,丰台区,刘家窑,刘家窑南里,地铁：距5号线刘家窑站500米
1118,3430.0,13.0,38800-C,5室1卫,4/24层,朝阳区,望京,夏都盈座,地铁：距15号线望京东站1900米
1119,2390.0,9.0,39459-B,3室1卫,1/6层,朝阳区,劲松,劲松七区,地铁：距10号线劲松站1150米
1120,2160.0,8.0,46355-C,3室1卫,6/24层,丰台区,大红门,苗圃东里,"地铁：距8号线南段,10号线大红门站250米"
1121,3050.0,18.0,468-B,3室1卫,1/6层,昌平区,育知路,风雅园一区,地铁：距8号线育知路站450米
1122,1460.0,8.0,52796-D,5室2卫,6/7层,通州区,北运河东,武夷花园牡丹园,地铁：距6号线北运河东站1850米
1123,1860.0,10.0,52394-B,3室1卫,6/16层,顺义区,花梨坎,天裕昕园,地铁：距15号线花梨坎站2550米
1124,4940.0,46.0,54232-A,1室1卫,4/7层,海淀区,玉泉路,青塔秀园,地铁：距1号线玉泉路站1950米
1125,1840.0,10.0,57414-C,4室1卫,1/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米
1126,2390.0,16.0,59967-B,4室1卫,2/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
1127,2410.0,8.0,69360-A,3室1卫,27/28层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米
1128,1810.0,14.0,62397-A,4室1卫,2/6层,通州区,临河里,群芳园,地铁：距八通线临河里站1200米
1129,2470.0,10.0,8441-A,4室1卫,1/6层,昌平区,龙泽,慧华苑,地铁：距13号线龙泽站700米
1130,1940.0,13.0,9037-B,3室1卫,18/20层,通州区,群芳,海棠湾一期,地铁：距7号线群芳站750米
1131,2150.0,18.0,9037-C,3室1卫,18/20层,通州区,群芳,海棠湾一期,地铁：距7号线群芳站750米
